level,cond,step,n,k_max_mean,k_max_sd,n_active_vertices_mean,n_active_vertices_sd,n_active_edges_mean,n_active_edges_sd,n_sources_sampled_mean,n_sources_sampled_sd,n_baseline_pairs_mean,n_baseline_pairs_sd,n_source_requested_mean,n_source_requested_sd,n_target_requested_per_source_mean,n_target_requested_per_source_sd,length_failure_value_mean,length_failure_value_sd,mean_reachable_fraction_sampled_sources_mean,mean_reachable_fraction_sampled_sources_sd,step_mean,step_sd,n_pairs_mean,n_pairs_sd,reachable_count_mean,reachable_count_sd,reachable_fraction_mean,reachable_fraction_sd,failure_fraction_mean,failure_fraction_sd,finite_path_length_mean_mean,finite_path_length_mean_sd,finite_path_length_median_mean,finite_path_length_median_sd,finite_path_length_max_mean,finite_path_length_max_sd,finite_bottleneck_w_mean_mean,finite_bottleneck_w_mean_sd,finite_bottleneck_w_median_mean,finite_bottleneck_w_median_sd,finite_mean_w2_mean_mean,finite_mean_w2_mean_sd,finite_mean_w2_median_mean,finite_mean_w2_median_sd,penalized_path_length_mean_mean,penalized_path_length_mean_sd,penalized_path_length_median_mean,penalized_path_length_median_sd,penalized_bottleneck_w_mean_mean,penalized_bottleneck_w_mean_sd,penalized_bottleneck_w_median_mean,penalized_bottleneck_w_median_sd,penalized_mean_w2_mean_mean,penalized_mean_w2_mean_sd,penalized_mean_w2_median_mean,penalized_mean_w2_median_sd,n_samples_for_participant_mean,n_samples_for_participant_sd
sample graphwise,uc,2,360,8.0,0.0,3790.036111111111,254.6622519826536,12828.941666666668,1265.6971484510907,10.0,0.0,174.0861111111111,20.36829852679264,10.0,0.0,20.0,0.0,25.0,0.0,0.5120774235043277,0.0705049800814331,2.0,0.0,174.0861111111111,20.36829852679264,128.07777777777778,25.967384576202416,0.7349763974124133,0.11962472476871601,0.2650236025875865,0.11962472476871601,5.631230797206087,0.6702705158465012,5.347222222222222,0.6605915325218044,11.022222222222222,2.4527887881972577,0.5046758749517204,0.13441511711126297,0.48685566296091143,0.17582936331773005,0.13359469649063077,0.08079232958185725,0.10778098645536731,0.0850541994225781,10.770362931432306,2.34249039448755,7.069444444444445,3.7729902261884516,0.6337944028216823,0.1217507140693059,0.6354425484406386,0.2195785429007727,0.3622992648137688,0.12411740781221091,0.20504285376381592,0.19903126186038014,,
sample graphwise,nonibd,2,357,8.0,0.0,3759.450980392157,228.6020136619521,12805.06162464986,1123.8798876235144,10.0,0.0,172.2268907563025,20.322788870513335,10.0,0.0,20.0,0.0,25.0,0.0,0.5044355256048159,0.06908204308039745,2.0,0.0,172.2268907563025,20.322788870513335,124.94957983193277,29.202907093928577,0.7231494615748004,0.1349188996440554,0.2768505384251994,0.1349188996440554,5.506754679016523,0.6749659563150631,5.2633053221288515,0.7076003946742141,10.61344537815126,2.2988582369940005,0.5475442005439451,0.12966717937819264,0.5394645752128484,0.17459167977005788,0.15624662970530395,0.08266030037663594,0.1342695937350745,0.08746564813291566,10.915688599733686,2.618978033753135,7.428571428571429,4.8488147419509335,0.6707618733390431,0.12030315549832506,0.6779368915980728,0.20951081579368125,0.389105695539251,0.13311328274492668,0.25150337292476677,0.23128862059191424,,
sample graphwise,overall,3,1306,8.0,0.0,3778.102603369066,258.04000641178845,12789.10336906585,1243.3909973601899,10.0,0.0,173.27871362940274,20.11742991538385,10.0,0.0,20.0,0.0,25.0,0.0,0.50891277656578,0.07007946794462293,3.0,0.0,173.27871362940274,20.11742991538385,108.09877488514549,27.247690631449473,0.6213640558781098,0.12994583143404928,0.3786359441218901,0.12994583143404928,5.969273305634733,0.7397162192784353,5.685298621745789,0.7614152885292386,11.116385911179172,2.3878055021302824,0.5183751016054957,0.1388128929015818,0.5006983119581244,0.18498527882430785,0.13495620654805252,0.08079718176784305,0.11125868357995329,0.08488007021519609,13.180898660200404,2.487140236489387,10.483920367534456,6.926277853679365,0.6986500013999127,0.11224533209282526,0.7486247758190295,0.2222645276224514,0.46153906867075917,0.12685258654686646,0.3490582531701994,0.3278914325087036,,
sample graphwise,cd,3,589,8.0,0.0,3782.1137521222413,275.7030136693522,12755.081494057726,1296.5375347814881,10.0,0.0,173.42275042444822,19.80858036136408,10.0,0.0,20.0,0.0,25.0,0.0,0.5096922429413099,0.07028385855236322,3.0,0.0,173.42275042444822,19.80858036136408,108.19524617996605,28.018261892424775,0.6205850037447295,0.13162777517915167,0.3794149962552705,0.13162777517915167,6.01086314200958,0.6994223857172592,5.7105263157894735,0.7517887405568285,11.239388794567063,2.362427379599472,0.49727270730669537,0.14121867439600988,0.4774687720144511,0.18784456995898957,0.12356839932986609,0.0774153159621882,0.09858016049222774,0.07998052242907866,13.219442610337143,2.5174265271877174,10.49490662139219,6.897009110382543,0.6862872530324995,0.11288708168295841,0.7341343294999788,0.22875022525319474,0.4552189484282663,0.12744499147483265,0.33760976033232815,0.3318274813359746,,
sample graphwise,uc,3,360,8.0,0.0,3790.036111111111,254.6622519826536,12828.941666666668,1265.6971484510907,10.0,0.0,174.0861111111111,20.36829852679264,10.0,0.0,20.0,0.0,25.0,0.0,0.5120774235043277,0.0705049800814331,3.0,0.0,174.0861111111111,20.36829852679264,109.39166666666667,25.662216876178096,0.6272686382380335,0.1250318693505837,0.37273136176196653,0.1250318693505837,5.996383357537014,0.8105547834119201,5.719444444444444,0.7864545774990033,11.166666666666666,2.532017201977726,0.5149908814433124,0.13571311296424945,0.4957626403977921,0.18219313265997517,0.13287186005715415,0.07995520581488327,0.10872293484441219,0.08434814235372928,13.083763343077923,2.411855404828376,10.4375,6.883624640728491,0.6934893774776296,0.11068237856183157,0.7445152723427234,0.22291629803439791,0.4550468646298914,0.12333914185146393,0.3437645603702985,0.3266224934471299,,
sample graphwise,nonibd,3,357,8.0,0.0,3759.450980392157,228.6020136619521,12805.06162464986,1123.8798876235144,10.0,0.0,172.2268907563025,20.322788870513335,10.0,0.0,20.0,0.0,25.0,0.0,0.5044355256048159,0.06908204308039745,3.0,0.0,172.2268907563025,20.322788870513335,106.63585434173669,27.439501115526493,0.6166951820881618,0.13177853671281378,0.3833048179118382,0.1317785367128138,5.873318033058804,0.7206307583908169,5.609243697478991,0.7461188012250534,10.862745098039216,2.256813219966355,0.5566037556681833,0.1296455105711589,0.5440009472201501,0.17522733383740358,0.15584635553470577,0.0830222748843462,0.1347335285196316,0.08834762401097143,13.21525812107871,2.508898332433079,10.512605042016807,7.016525766360627,0.7242507952386477,0.1085245669617327,0.7766760198901532,0.20768369664947176,0.4785131422773158,0.12780035105576062,0.3732848405356629,0.3213015890072187,,
sample graphwise,overall,4,1306,8.0,0.0,3778.102603369066,258.04000641178845,12789.10336906585,1243.3909973601899,10.0,0.0,173.27871362940274,20.11742991538385,10.0,0.0,20.0,0.0,25.0,0.0,0.50891277656578,0.07007946794462293,4.0,0.0,173.27871362940274,20.11742991538385,94.1531393568147,25.625608305313126,0.5407566790251508,0.1242220547237503,0.4592433209748492,0.1242220547237503,6.27127825873496,0.771740539707194,5.972434915773354,0.816422019210432,11.44333843797856,2.4432779685403547,0.5247435154553073,0.13901153389175214,0.5058232066517814,0.1854086719641849,0.13395416151871156,0.08059689080818233,0.11102758003118383,0.0846585057945041,14.878956946866913,2.333073661794608,14.267228177641654,8.11959502711128,0.7408571713116786,0.10120797954903896,0.8380709871260804,0.20075229009296183,0.5307323189509723,0.11960701065998663,0.5050837117615653,0.385237671004631,,
sample graphwise,cd,4,589,8.0,0.0,3782.1137521222413,275.7030136693522,12755.081494057726,1296.5375347814881,10.0,0.0,173.42275042444822,19.80858036136408,10.0,0.0,20.0,0.0,25.0,0.0,0.5096922429413099,0.07028385855236322,4.0,0.0,173.42275042444822,19.80858036136408,94.1239388794567,26.321956996752327,0.5394906205810825,0.12617771163668565,0.46050937941891745,0.12617771163668565,6.326662885167151,0.7439181967933515,6.054329371816638,0.8119036509175763,11.553480475382003,2.4458708369713236,0.5037235804426644,0.1409719416283852,0.4830126122341849,0.18911472012412445,0.12216288712607032,0.07652567155449376,0.09782919787234366,0.07882943820956995,14.931679692454109,2.3657679041533064,14.51867572156197,8.127307776429175,0.7304101377343512,0.10171980162595298,0.8320590107761823,0.20732942093704718,0.5255257483273987,0.12072186685839087,0.506586146230269,0.3929456819115077,,
sample graphwise,uc,4,360,8.0,0.0,3790.036111111111,254.6622519826536,12828.941666666668,1265.6971484510907,10.0,0.0,174.0861111111111,20.36829852679264,10.0,0.0,20.0,0.0,25.0,0.0,0.5120774235043277,0.0705049800814331,4.0,0.0,174.0861111111111,20.36829852679264,95.20277777777778,24.03713546104942,0.5455436431680548,0.11856344534775304,0.45445635683194513,0.11856344534775302,6.302712349618972,0.8200309445396009,5.965277777777778,0.8195797910823674,11.516666666666667,2.6033632093889625,0.5208808417315623,0.13547069738217832,0.5007022821991879,0.18113595546403885,0.13199562062728798,0.07992871041240389,0.10823473915800072,0.08371083693484406,14.803724514633586,2.2415823114780586,13.833333333333334,7.912279486132088,0.7363798698224113,0.09991476142927802,0.8311023577075686,0.2029918832805542,0.525552483457833,0.11531155757458221,0.48239649771621773,0.37964974430339327,,
sample graphwise,nonibd,4,357,8.0,0.0,3759.450980392157,228.6020136619521,12805.06162464986,1123.8798876235144,10.0,0.0,172.2268907563025,20.322788870513335,10.0,0.0,20.0,0.0,25.0,0.0,0.5044355256048159,0.06908204308039745,4.0,0.0,172.2268907563025,20.322788870513335,93.14285714285714,25.969369712515284,0.5380183074064132,0.12639347790151723,0.4619816925935868,0.12639347790151723,6.148203139164082,0.7526212189008947,5.84453781512605,0.8037409883171995,11.18767507002801,2.2457091175481745,0.5633185974244809,0.13102152328338176,0.5486214501108798,0.17592349189643341,0.15538311204582128,0.08346824766403428,0.13561937220458106,0.0894439836643141,14.86783643833229,2.366730706045121,14.289915966386555,8.293249878688169,0.7626082394158307,0.09828828465788905,0.8550170954195097,0.18591840326796438,0.54454579479079,0.1209080417399453,0.525482768216071,0.37667355749725323,,
sample graphwise,overall,5,1306,8.0,0.0,3778.102603369066,258.04000641178845,12789.10336906585,1243.3909973601899,10.0,0.0,173.27871362940274,20.11742991538385,10.0,0.0,20.0,0.0,25.0,0.0,0.50891277656578,0.07007946794462293,5.0,0.0,173.27871362940274,20.11742991538385,83.59035222052067,24.212747684059497,0.47977274556668476,0.11884778609937958,0.5202272544333153,0.11884778609937957,6.5152550474966375,0.8186465713925971,6.215160796324655,0.8620552279899042,11.721286370597243,2.521962980155575,0.5308437438409859,0.1385985484547207,0.5121978533315988,0.18558273030769296,0.13354824896332035,0.07992978122087198,0.11112617343648001,0.08372161115622406,16.140873072222547,2.192294890643074,17.769142419601838,7.994453783799698,0.7725644523256544,0.09276508256112283,0.9036807155474427,0.16451491261309073,0.5832324574736595,0.11389052008634973,0.6588849060998246,0.3844054953122514,,
sample graphwise,cd,5,589,8.0,0.0,3782.1137521222413,275.7030136693522,12755.081494057726,1296.5375347814881,10.0,0.0,173.42275042444822,19.80858036136408,10.0,0.0,20.0,0.0,25.0,0.0,0.5096922429413099,0.07028385855236322,5.0,0.0,173.42275042444822,19.80858036136408,83.28522920203736,24.8131927740781,0.4770343198221065,0.12034388347497132,0.5229656801778935,0.12034388347497132,6.562352754869309,0.7882134175792047,6.276740237691001,0.8478388998481369,11.721561969439728,2.4599805936637456,0.5109833072965008,0.14161747948488387,0.49096346133312085,0.18940228196810657,0.1222519497883747,0.07609768940233393,0.09800162457120677,0.07778839650097007,16.21474931445202,2.212169753939616,18.215619694397283,7.895767955739675,0.7643517038353682,0.09370704550337962,0.9023850196162534,0.16797440206010583,0.5801378887988637,0.11518466756405851,0.67001596731109,0.3901397820916152,,
sample graphwise,uc,5,360,8.0,0.0,3790.036111111111,254.6622519826536,12828.941666666668,1265.6971484510907,10.0,0.0,174.0861111111111,20.36829852679264,10.0,0.0,20.0,0.0,25.0,0.0,0.5120774235043277,0.0705049800814331,5.0,0.0,174.0861111111111,20.36829852679264,84.73055555555555,22.899591450072794,0.4852991639852987,0.11445622684753581,0.5147008360147013,0.11445622684753581,6.544886578427861,0.874320221175229,6.213888888888889,0.8772282034839363,11.902777777777779,2.7036997399768,0.5261937126338696,0.13398269134756388,0.5053774599478589,0.18118758528810247,0.13113722336271597,0.07983315831726472,0.10803041681442288,0.08336696211169319,16.04861034422472,2.130324402587918,17.20138888888889,8.005319291563362,0.7677351544957467,0.09188402605842645,0.8976942490225677,0.16699319220695844,0.5773698762237062,0.11063701772842899,0.6317604916871021,0.3848856190123044,,
sample graphwise,nonibd,5,357,8.0,0.0,3759.450980392157,228.6020136619521,12805.06162464986,1123.8798876235144,10.0,0.0,172.2268907563025,20.322788870513335,10.0,0.0,20.0,0.0,25.0,0.0,0.5044355256048159,0.06908204308039745,5.0,0.0,172.2268907563025,20.322788870513335,82.94397759103641,24.45798315317652,0.47871790560269484,0.12051258253991386,0.5212820943973052,0.12051258253991386,6.407669891256462,0.7998112209726488,6.11484593837535,0.8604137440783413,11.53781512605042,2.417686636374527,0.5682997896652539,0.13041126274628503,0.5541093337384614,0.1765107660894072,0.15461684680718743,0.08203978570621233,0.13590161227565795,0.08799090775601213,16.112025664396374,2.2166272914145324,17.605042016806724,8.10199528012964,0.7909842172543531,0.08947362007241097,0.9118552053301473,0.15567020072494955,0.5942499090127012,0.11422230466103446,0.667872564741687,0.3728809707127003,,
sample graphwise,overall,6,1306,8.0,0.0,3778.102603369066,258.04000641178845,12789.10336906585,1243.3909973601899,10.0,0.0,173.27871362940274,20.11742991538385,10.0,0.0,20.0,0.0,25.0,0.0,0.50891277656578,0.07007946794462293,6.0,0.0,173.27871362940274,20.11742991538385,75.44410413476264,22.936165821792798,0.43275133309717834,0.11362591539832151,0.5672486669028217,0.11362591539832151,6.694945470853645,0.860838556197028,6.4062021439509955,0.900807772024284,11.908882082695254,2.5109495235532138,0.5350660167899176,0.13856582960871322,0.5159168173282495,0.1863369834371765,0.13354965822929266,0.0802774572969886,0.11174609432081593,0.08410712513486703,17.091939427120074,2.061124096372958,20.7052067381317,6.876369672511266,0.7965220713267347,0.08571285110396423,0.9475348513681704,0.12755266956404362,0.6239334261305023,0.10839801606725621,0.7908305461947627,0.3400265405689808,,
sample graphwise,cd,6,589,8.0,0.0,3782.1137521222413,275.7030136693522,12755.081494057726,1296.5375347814881,10.0,0.0,173.42275042444822,19.80858036136408,10.0,0.0,20.0,0.0,25.0,0.0,0.5096922429413099,0.07028385855236322,6.0,0.0,173.42275042444822,19.80858036136408,74.99151103565364,23.512918009818893,0.42930716061601093,0.1154369809225959,0.5706928393839891,0.11543698092259591,6.738152427152669,0.8246059051254476,6.452461799660441,0.8929728780509641,11.908319185059423,2.3980216931327996,0.5156680054474163,0.1411360387747807,0.4957771867375902,0.1915312219987857,0.12179020327981482,0.0755190131767752,0.09881602892191856,0.07744700159995362,17.17610954301684,2.081461281957676,20.83616298811545,6.7922656164445385,0.789518469119983,0.08678579842140369,0.9469634888012115,0.13056072947029237,0.621680121701773,0.11015507267537909,0.7890998349594546,0.3462936055436713,,
sample graphwise,uc,6,360,8.0,0.0,3790.036111111111,254.6622519826536,12828.941666666668,1265.6971484510907,10.0,0.0,174.0861111111111,20.36829852679264,10.0,0.0,20.0,0.0,25.0,0.0,0.5120774235043277,0.0705049800814331,6.0,0.0,174.0861111111111,20.36829852679264,76.525,21.616722886074417,0.4380395290113414,0.10847153761340905,0.5619604709886586,0.10847153761340905,6.736611521222967,0.924053933718831,6.3902777777777775,0.9150227262238753,12.15,2.7324693756543526,0.5303442464604629,0.13487441003565584,0.5095308699985367,0.18159272432662707,0.1312543880765986,0.08066758668596512,0.10907138067439125,0.08449851398368947,17.007528493730053,1.988565244079908,20.643055555555556,6.914433904459266,0.792096996196401,0.08505686841708174,0.9440022088896112,0.1282036607341269,0.6184863637051043,0.1044875398515631,0.7872691319130948,0.3433159295719285,,
sample graphwise,nonibd,6,357,8.0,0.0,3759.450980392157,228.6020136619521,12805.06162464986,1123.8798876235144,10.0,0.0,172.2268907563025,20.322788870513335,10.0,0.0,20.0,0.0,25.0,0.0,0.5044355256048159,0.06908204308039745,6.0,0.0,172.2268907563025,20.322788870513335,75.10084033613445,23.227432935010658,0.4331011007787155,0.1154682133545697,0.5668988992212844,0.1154682133545697,6.58164385910832,0.8428215175702627,6.34593837535014,0.8950949602131839,11.666666666666666,2.4353450875823692,0.5718314677684524,0.13052696092718175,0.5555839978789355,0.17595355188854617,0.15526567005061565,0.08306158304565622,0.13577608152715606,0.0890066018136898,17.03819079338677,2.0937482470769164,20.551820728291318,6.971087010496834,0.8125392947068382,0.08244436440104037,0.9520398481306918,0.12160339655731292,0.6331438989082753,0.10877921168075469,0.7972773194692636,0.3258767990499309,,
sample graphwise,overall,7,1306,8.0,0.0,3778.102603369066,258.04000641178845,12789.10336906585,1243.3909973601899,10.0,0.0,173.27871362940274,20.11742991538385,10.0,0.0,20.0,0.0,25.0,0.0,0.50891277656578,0.07007946794462293,7.0,0.0,173.27871362940274,20.11742991538385,68.77029096477794,21.969125755001635,0.39432017567669325,0.11004991598395503,0.6056798243233068,0.11004991598395503,6.8552180038676145,0.9094637552099488,6.541347626339969,0.9528578872399475,12.098774885145483,2.6210740407254725,0.5389929467491196,0.13814531212996317,0.5180049224590582,0.18447554082572917,0.13342302151393515,0.08048425821774906,0.11208551594549575,0.0840286311423107,17.85933616480318,1.9762787136591151,22.5,5.556820512787174,0.8160835351256002,0.08002468385008923,0.9680100047050811,0.09978369895338517,0.6572590154213105,0.1042474334130395,0.8734008134821841,0.2844381572464925,,
