schema_version,created_utc,C,repeat,fold,split_seed,model_seed,train_samples,test_samples,train_participants,test_participants,participant_overlap,train_nonibd_samples,train_ibd_samples,test_nonibd_samples,test_ibd_samples,test_nonibd_participants,test_ibd_participants,selected_total,selected_B,selected_K0,abs_coef_mass_total,abs_coef_mass_B,abs_coef_mass_K0,n_iter,convergence_warning,convergence_warning_messages,elapsed_seconds,sample_accuracy,sample_balanced_accuracy,sample_macro_f1,sample_positive_f1,sample_brier,sample_roc_auc,sample_log_loss,sample_tn,sample_fp,sample_fn,sample_tp,participant_accuracy,participant_balanced_accuracy,participant_macro_f1,participant_positive_f1,participant_brier,participant_roc_auc,participant_log_loss,participant_tn,participant_fp,participant_fn,participant_tp,feature_block
1,2026-09-06T20:02:48.083511+00:00,0.02,8,4,7076,20269177,1020,297,85,21,0,307,713,52,245,4,17,71,0,71,3.5078716815041844,0.0,3.5078716815041844,2082,False,[],907.1252329349518,0.8484848484848485,0.7642464678178964,0.7507134463656203,0.906832298136646,0.141630332074339,0.8835164835164835,0.45622526297830174,33,19,26,219,0.9047619047619048,0.8455882352941176,0.8455882352941176,0.9411764705882353,0.1355150671272743,0.9558823529411764,0.4503409862721198,3,1,1,16,K0
1,2026-09-06T20:22:57.641413+00:00,0.02,8,5,7076,20269274,1053,264,85,21,0,275,778,84,180,6,15,96,0,96,4.222460959950695,0.0,4.222460959950695,2287,False,[],1209.5221157073975,0.6628787878787878,0.5876984126984126,0.590483660130719,0.7626666666666667,0.19538156297412046,0.7380291005291005,0.5689868406779969,32,52,37,143,0.6190476190476191,0.48333333333333334,0.475,0.75,0.1864281544076962,0.7222222222222222,0.5509331219021091,1,5,3,12,K0
1,2026-09-06T20:44:47.850812+00:00,0.02,9,1,8085,20269895,1053,264,84,22,0,336,717,23,241,2,20,71,0,71,3.8800420052939444,0.0,3.8800420052939444,2547,False,[],1310.1754360198975,0.821969696969697,0.7845029767274039,0.6573038362747534,0.8948545861297539,0.14208299325153156,0.8695652173913044,0.4516377572961031,17,6,41,200,0.8181818181818182,0.9,0.6944444444444444,0.8888888888888888,0.14506341417750657,0.8999999999999999,0.46600684874267073,2,0,4,16,K0
1,2026-09-06T21:06:13.866553+00:00,0.02,9,2,8085,20269992,1026,291,85,21,0,262,764,97,194,6,15,77,0,77,3.889552691081917,0.0,3.889552691081917,2602,False,[],1285.982590675354,0.718213058419244,0.6984536082474226,0.6919283205949184,0.7819148936170213,0.18983596946495193,0.7725050483579551,0.5588794266237437,62,35,47,147,0.7619047619047619,0.7333333333333334,0.7214854111405835,0.8275862068965517,0.1856203736276428,0.7555555555555555,0.555464977473904,4,2,3,12,K0
1,2026-09-06T21:23:58.440353+00:00,0.02,9,3,8085,20270089,1047,270,85,21,0,251,796,108,162,8,13,74,0,74,4.179128658492118,0.0,4.179128658492118,2129,False,[],1064.5384635925293,0.6777777777777778,0.6203703703703703,0.6122418659931659,0.7716535433070866,0.23720859386163365,0.5932213077274806,0.6863021211613166,36,72,15,147,0.7619047619047619,0.6875,0.6920821114369502,0.8387096774193549,0.2005791997695955,0.673076923076923,0.5907694586730909,3,5,0,13,K0
1,2026-09-06T21:49:26.709670+00:00,0.02,9,4,8085,20270186,1087,230,85,21,0,274,813,85,145,6,15,78,0,78,4.1740392381252605,0.0,4.1740392381252605,2953,False,[],1528.245025396347,0.5782608695652174,0.5584178498985801,0.5564524145609256,0.6548042704626335,0.24128322032100374,0.626288032454361,0.6873214017713076,41,44,53,92,0.6190476190476191,0.5833333333333333,0.5714285714285714,0.7142857142857143,0.2310470923782634,0.6666666666666667,0.6543294565186291,3,3,5,10,K0
1,2026-09-06T22:14:16.060246+00:00,0.02,9,5,8085,20270283,1055,262,85,21,0,313,742,46,216,4,17,73,0,73,3.8720692261122167,0.0,3.8720692261122167,3141,False,[],1489.3274517059326,0.8206106870229007,0.75432769726248,0.7240189157085546,0.8872901678657075,0.1672854256486075,0.723178341384863,0.5841708858527492,30,16,31,185,0.8571428571428571,0.8161764705882353,0.7878787878787878,0.9090909090909091,0.16782381685495254,0.6911764705882353,0.530424701625663,3,1,2,15,K0
1,2026-09-06T22:31:45.030198+00:00,0.02,10,1,9094,20270904,1072,245,85,21,0,247,825,112,133,8,13,70,0,70,4.052846675793262,0.0,4.052846675793262,2042,False,[],1048.935584306717,0.5183673469387755,0.5077537593984962,0.5044906074317839,0.5874125874125874,0.3192543040331297,0.4607948442534909,0.9057343611431747,43,69,49,84,0.47619047619047616,0.4567307692307692,0.4564705882352942,0.56,0.2991833149418856,0.49038461538461536,0.8283115884026427,3,5,6,7,K0
1,2026-09-06T22:53:42.720171+00:00,0.02,10,2,9094,20271001,1034,283,84,22,0,305,729,54,229,4,18,74,0,74,3.8904943236266263,0.0,3.8904943236266263,2674,False,[],1317.6553285121918,0.833922261484099,0.7912421154779233,0.7587120181405895,0.8934240362811792,0.15559682739057973,0.8524987869966036,0.4878252032804575,39,15,32,197,0.9090909090909091,0.8472222222222222,0.8472222222222222,0.9444444444444444,0.15160346937595215,0.8472222222222221,0.4859855071088687,3,1,1,17,K0
1,2026-09-06T23:30:19.442169+00:00,0.02,10,3,9094,20271098,1054,263,85,21,0,311,743,48,215,3,18,62,0,62,3.861127970390953,0.0,3.861127970390953,4275,False,[],2196.698203086853,0.6273764258555133,0.6021802325581396,0.5466155361666197,0.7379679144385026,0.20771798641706865,0.6983527131782946,0.6003848369636434,27,21,77,138,0.6190476190476191,0.6388888888888888,0.5333333333333333,0.7333333333333333,0.19958470306664144,0.6481481481481481,0.576115248614759,2,1,7,11,K0
1,2026-09-06T23:54:13.028423+00:00,0.02,10,4,9094,20271195,1077,240,85,21,0,293,784,66,174,5,16,77,0,77,4.102186323289061,0.0,4.102186323289061,2732,False,[],1433.5529735088348,0.8583333333333333,0.8505747126436782,0.8313492063492063,0.8988095238095238,0.13699008129467724,0.9329501915708812,0.44636485669692855,55,11,23,151,0.9047619047619048,0.86875,0.86875,0.9375,0.13028554595838104,0.9875,0.4402930445638361,4,1,1,15,K0
1,2026-09-07T00:19:16.579588+00:00,0.02,10,5,9094,20271292,1031,286,85,21,0,280,751,79,207,6,15,82,0,82,4.024782676628092,0.0,4.024782676628092,3001,False,[],1503.5158052444458,0.7097902097902098,0.5842658839356693,0.5891017984802064,0.8117913832199547,0.19585345049382494,0.6435516419005687,0.5755683716727272,24,55,28,179,0.7619047619047619,0.5833333333333334,0.5714285714285714,0.8571428571428571,0.18637273153051603,0.6666666666666666,0.5566138321002406,1,5,0,15,K0
1,2026-09-07T00:38:29.472942+00:00,0.02,11,1,10103,20271913,1073,244,84,22,0,295,778,64,180,5,17,71,0,71,4.023762472963426,0.0,4.023762472963426,2277,False,[],1152.8580207824707,0.7172131147540983,0.6321180555555556,0.6327785896569024,0.8088642659279779,0.1911297715267014,0.7034722222222222,0.5605643453904686,29,35,34,146,0.6818181818181818,0.5117647058823529,0.5111111111111111,0.8,0.19186405925683878,0.6705882352941176,0.5656314261059664,1,4,3,14,K0
