schema_version,created_utc,C,repeat,fold,split_seed,model_seed,train_samples,test_samples,train_participants,test_participants,participant_overlap,train_nonibd_samples,train_ibd_samples,test_nonibd_samples,test_ibd_samples,test_nonibd_participants,test_ibd_participants,selected_total,selected_B,selected_K0,abs_coef_mass_total,abs_coef_mass_B,abs_coef_mass_K0,n_iter,convergence_warning,convergence_warning_messages,elapsed_seconds,sample_accuracy,sample_balanced_accuracy,sample_macro_f1,sample_positive_f1,sample_brier,sample_roc_auc,sample_log_loss,sample_tn,sample_fp,sample_fn,sample_tp,participant_accuracy,participant_balanced_accuracy,participant_macro_f1,participant_positive_f1,participant_brier,participant_roc_auc,participant_log_loss,participant_tn,participant_fp,participant_fn,participant_tp,feature_block
1,2026-09-07T00:59:48.415455+00:00,0.02,11,2,10103,20272010,1019,298,85,21,0,338,681,21,277,2,19,77,0,77,3.7958051750902086,0.0,3.7958051750902086,2651,False,[],1278.9188578128815,0.8120805369127517,0.7228812102458312,0.6040618771946474,0.8910505836575876,0.15184751877126304,0.8347945676465531,0.47663490978493,13,8,48,229,0.8571428571428571,0.6973684210526316,0.6594594594594595,0.918918918918919,0.14718433885181234,0.868421052631579,0.4736636639164833,1,1,2,17,K0
1,2026-09-07T01:27:08.048298+00:00,0.02,11,3,10103,20272107,1055,262,85,21,0,295,760,64,198,5,16,62,0,62,3.945335329743102,0.0,3.945335329743102,3310,False,[],1639.5980775356293,0.6946564885496184,0.5600536616161615,0.5624947816648577,0.8029556650246306,0.19196441864967606,0.6521464646464645,0.5641638434870179,19,45,35,163,0.6666666666666666,0.50625,0.505050505050505,0.7878787878787878,0.18787177036764582,0.6625,0.5550301776470747,1,4,3,13,K0
1,2026-09-07T01:54:32.013842+00:00,0.02,11,4,10103,20272204,1081,236,85,21,0,269,812,90,146,7,14,71,0,71,4.303389941793284,0.0,4.303389941793284,3101,False,[],1643.930474281311,0.6694915254237288,0.6242009132420092,0.6265822784810127,0.7531645569620253,0.21935156027538766,0.6861491628614916,0.6321831957420181,39,51,27,119,0.7142857142857143,0.6428571428571428,0.65,0.8,0.19056138100128606,0.7040816326530612,0.568601918290897,3,4,2,12,K0
1,2026-09-07T02:08:56.162859+00:00,0.02,11,5,10103,20272301,1040,277,85,21,0,239,801,120,157,7,14,78,0,78,3.8617062779376283,0.0,3.8617062779376283,1762,False,[],864.115234375,0.628158844765343,0.6091295116772824,0.6085477121492763,0.696165191740413,0.2542882092160676,0.5940552016985138,0.7341686724904642,56,64,39,118,0.6190476190476191,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.2040666744745161,0.6938775510204082,0.607274357318199,3,4,4,10,K0
1,2026-09-07T02:29:52.756890+00:00,0.02,12,1,11112,20272922,1050,267,85,21,0,243,807,116,151,8,13,84,0,84,4.19554014201276,0.0,4.19554014201276,2537,False,[],1256.5695469379425,0.6554307116104869,0.6354190454441654,0.6351158645276292,0.7212121212121212,0.22739593802646524,0.6961064169901805,0.6511952818858301,56,60,32,119,0.7142857142857143,0.6730769230769231,0.6785714285714286,0.7857142857142857,0.2120363328065797,0.7019230769230769,0.6096094223359939,4,4,2,11,K0
1,2026-09-07T02:53:38.774761+00:00,0.02,12,2,11112,20273019,1060,257,84,22,0,307,753,52,205,4,18,68,0,68,3.986124887771439,0.0,3.986124887771439,2831,False,[],1425.9936912059784,0.7665369649805448,0.6957786116322702,0.6738578680203046,0.8477157360406091,0.16572924195846228,0.7843339587242026,0.5020269586927862,30,22,38,167,0.7727272727272727,0.6666666666666667,0.6507936507936507,0.8571428571428571,0.17277703613098613,0.7361111111111112,0.5186839564702624,2,2,3,15,K0
1,2026-09-07T03:29:54.448928+00:00,0.02,12,3,11112,20273116,1045,272,85,21,0,275,770,84,188,6,15,65,0,65,4.011205868882826,0.0,4.011205868882826,4240,False,[],2175.649524450302,0.6544117647058824,0.5590172239108409,0.5599917395195153,0.7638190954773869,0.22870367020229654,0.6293693009118542,0.6530266044219033,26,58,36,152,0.6666666666666666,0.5666666666666667,0.5689149560117301,0.7741935483870968,0.20284961735822918,0.6888888888888889,0.5819202588467043,2,4,3,12,K0
1,2026-09-07T03:57:55.897034+00:00,0.02,12,4,11112,20273213,1052,265,85,21,0,319,733,40,225,4,17,76,0,76,3.840275764654507,0.0,3.840275764654507,3294,False,[],1681.4236736297607,0.7169811320754716,0.7202777777777778,0.6235866744948012,0.8110831234256927,0.17601571368544633,0.8117777777777777,0.527537906780914,29,11,64,161,0.8095238095238095,0.8823529411764706,0.7666666666666666,0.8666666666666667,0.1725151846651214,0.8970588235294117,0.5279568398784508,4,0,4,13,K0
1,2026-09-07T04:24:10.366536+00:00,0.02,12,5,11112,20273310,1061,256,85,21,0,292,769,67,189,4,17,82,0,82,3.930488229787443,0.0,3.930488229787443,2942,False,[],1574.445793390274,0.72265625,0.6724709784411277,0.6612431273879416,0.8054794520547945,0.19088051982355664,0.7492695253889284,0.5644374627393167,38,29,42,147,0.7619047619047619,0.6617647058823529,0.6464646464646464,0.8484848484848485,0.1743923385817006,0.8382352941176471,0.5311688200371656,2,2,3,14,K0
1,2026-09-07T04:51:55.563127+00:00,0.02,13,1,12121,20273931,1048,269,84,22,0,248,800,111,158,8,14,73,0,73,3.9853315648870193,0.0,3.9853315648870193,3164,False,[],1665.1619427204132,0.7732342007434945,0.7640837039571217,0.7651193083408483,0.8087774294670846,0.16422156465260257,0.8648078458205041,0.5063653054613736,79,32,29,129,0.8636363636363636,0.8660714285714286,0.8562091503267973,0.8888888888888888,0.14887814920167017,0.9375,0.4781072731513898,7,1,2,12,K0
1,2026-09-07T05:20:33.339381+00:00,0.02,13,2,12121,20274028,1041,276,85,21,0,284,757,75,201,5,16,75,0,75,4.0298761142476,0.0,4.0298761142476,3411,False,[],1717.7521073818207,0.7065217391304348,0.6146268656716418,0.6177612118932412,0.8019559902200489,0.20598874322765784,0.6445107794361526,0.5955301881474693,31,44,37,164,0.7142857142857143,0.60625,0.60625,0.8125,0.21321839158437617,0.6,0.6166281295046454,2,3,3,13,K0
1,2026-09-07T05:45:06.431976+00:00,0.02,13,3,12121,20274125,1093,224,85,21,0,311,782,48,176,3,18,72,0,72,3.987279096036218,0.0,3.987279096036218,2700,False,[],1473.0570781230927,0.7455357142857143,0.6714015151515151,0.6544613136315661,0.831858407079646,0.19251428503934712,0.7082741477272726,0.5755786422350077,26,22,35,141,0.8095238095238095,0.75,0.6911764705882353,0.8823529411764706,0.18724335068596482,0.6111111111111112,0.5645500423766786,2,1,3,15,K0
1,2026-09-07T06:05:50.424415+00:00,0.02,13,4,12121,20274222,1046,271,85,21,0,295,751,64,207,5,16,80,0,80,4.088078810309526,0.0,4.088078810309526,2478,False,[],1243.9579071998596,0.7933579335793358,0.6326615338164252,0.6512226512226512,0.8738738738738738,0.14959264077287476,0.7946859903381642,0.46631097605741334,21,43,13,194,0.8095238095238095,0.6,0.611111111111111,0.8888888888888888,0.14146255001784291,0.8625,0.4524531675240307,1,4,0,16,K0
1,2026-09-07T06:25:32.057245+00:00,0.02,13,5,12121,20274319,1040,277,85,21,0,298,742,61,216,5,16,65,0,65,3.8041450144082773,0.0,3.8041450144082773,2605,False,[],1181.6084342002869,0.6534296028880866,0.5425015179113539,0.5367892976588629,0.7692307692307693,0.22929387660997944,0.5251214329083181,0.6623141462158708,21,40,56,160,0.6190476190476191,0.54375,0.5333333333333333,0.7333333333333333,0.2209557426285184,0.5874999999999999,0.6332300241363926,2,3,5,11,K0
1,2026-09-07T06:50:46.423228+00:00,0.02,14,1,13130,20274940,1042,275,84,22,0,252,790,107,168,7,15,72,0,72,4.003123223752482,0.0,4.003123223752482,3038,False,[],1514.3419616222382,0.5854545454545454,0.5249777481085892,0.5114996260284218,0.7015706806282722,0.2691232569189773,0.5268135291499778,0.7634631252074604,27,80,34,134,0.6363636363636364,0.5428571428571429,0.5416666666666666,0.75,0.23624312841146367,0.5619047619047619,0.667704682887334,2,5,3,12,K0
1,2026-09-07T07:17:45.620594+00:00,0.02,14,2,13130,20275037,1064,253,85,21,0,309,755,50,203,4,17,67,0,67,4.040894168429077,0.0,4.040894168429077,2848,False,[],1619.161992073059,0.849802371541502,0.7782758620689656,0.7700440107156525,0.9054726368159204,0.13164515432762716,0.8867980295566503,0.4316905985741446,33,17,21,182,0.9047619047619048,0.8455882352941176,0.8455882352941176,0.9411764705882353,0.1335004263084826,0.9117647058823529,0.4425983927287361,3,1,1,16,K0
1,2026-09-07T07:32:52.729019+00:00,0.02,14,3,13130,20275134,1045,272,85,21,0,274,771,85,187,6,15,78,0,78,3.8941304734908044,0.0,3.8941304734908044,1719,False,[],907.0739722251892,0.6654411764705882,0.5834224598930481,0.5862460926399545,0.7672634271099744,0.2191231475259885,0.6290342875117961,0.6297411249592639,31,54,37,150,0.6666666666666666,0.5666666666666667,0.5689149560117301,0.7741935483870968,0.2031962469335933,0.6444444444444445,0.5965286257863679,2,4,3,12,K0
1,2026-09-07T07:55:28.991092+00:00,0.02,14,4,13130,20275231,1045,272,85,21,0,327,718,32,240,2,19,78,0,78,3.8447661014506593,0.0,3.8447661014506593,2594,False,[],1356.2374861240387,0.7794117647058824,0.834375,0.6753401766531392,0.8591549295774648,0.16407933985978515,0.9079427083333333,0.5018330707271419,29,3,57,183,0.8571428571428571,0.9210526315789473,0.7428571428571429,0.9142857142857143,0.1490955518081677,0.9473684210526316,0.47749922627018193,2,0,3,16,K0
1,2026-09-07T08:21:54.791337+00:00,0.02,14,5,13130,20275328,1072,245,85,21,0,274,798,85,160,7,14,69,0,69,4.007043681302093,0.0,4.007043681302093,3249,False,[],1585.7648475170135,0.6530612244897959,0.6102941176470589,0.6116550116550117,0.7384615384615385,0.20539529547061375,0.7058088235294118,0.5918790580006839,40,45,40,120,0.7619047619047619,0.7142857142857142,0.7214854111405835,0.8275862068965517,0.19096394469059386,0.7448979591836735,0.5647161561436672,4,3,2,12,K0
1,2026-09-07T08:45:52.463780+00:00,0.02,15,1,14139,20275949,1065,252,84,22,0,274,791,85,167,7,15,82,0,82,4.09435541566927,0.0,4.09435541566927,2670,False,[],1437.6381573677063,0.7738095238095238,0.7513561113067981,0.7491573965737037,0.8277945619335347,0.17464116259220205,0.8123987319478689,0.5521782833477927,58,27,30,137,0.7727272727272727,0.7571428571428571,0.7471264367816092,0.8275862068965517,0.1772066056703573,0.819047619047619,0.5371684135422903,5,2,3,12,K0
1,2026-09-07T09:07:17.448848+00:00,0.02,15,2,14139,20276046,1056,261,85,21,0,308,748,51,210,4,17,81,0,81,3.984835244133137,0.0,3.984835244133137,3041,False,[],1284.9503736495972,0.632183908045977,0.4522408963585434,0.4543554006968641,0.7658536585365854,0.24050652463998073,0.4955182072829132,0.6889463554905827,8,43,53,157,0.6190476190476191,0.47794117647058826,0.475,0.75,0.22376562663155905,0.5147058823529411,0.6404832530805743,1,3,5,12,K0
1,2026-09-07T09:27:17.819062+00:00,0.02,15,3,14139,20276143,1047,270,85,21,0,283,764,76,194,6,15,69,0,69,3.812040732242167,0.0,3.812040732242167,2240,False,[],1200.3358285427094,0.8037037037037037,0.7593597395550733,0.7583219334245326,0.8630490956072352,0.1642688613117631,0.8665897992403689,0.5299818117403493,50,26,27,167,0.9047619047619048,0.8833333333333333,0.8833333333333333,0.9333333333333333,0.15456162525433448,0.9555555555555556,0.4913514071858951,5,1,1,14,K0
1,2026-09-07T09:47:25.476124+00:00,0.02,15,4,14139,20276240,1018,299,85,21,0,279,739,80,219,5,16,75,0,75,3.911003525616252,0.0,3.911003525616252,2328,False,[],1207.619963169098,0.7157190635451505,0.6036244292237443,0.6093906093906094,0.8131868131868132,0.20580180751140864,0.6235730593607306,0.6089757989145984,29,51,34,185,0.7619047619047619,0.6375,0.6464646464646464,0.8484848484848485,0.19652116411711487,0.625,0.5811055619374194,2,3,2,14,K0
1,2026-09-07T10:04:04.235434+00:00,0.02,15,5,14139,20276337,1082,235,85,21,0,292,790,67,168,4,17,90,0,90,4.106276487815194,0.0,4.106276487815194,2057,False,[],998.7345705032349,0.7702127659574468,0.7136638237384506,0.7155728886498117,0.8402366863905325,0.1683087408892924,0.7825159914712153,0.5131085709185346,39,28,26,142,0.8571428571428571,0.7205882352941176,0.7428571428571429,0.9142857142857143,0.14912371381804912,0.7941176470588236,0.47683937921828784,2,2,1,16,K0
1,2026-09-07T10:24:30.015212+00:00,0.02,16,1,15148,20276958,1057,260,84,22,0,326,731,33,227,3,19,80,0,80,4.04139767982997,0.0,4.04139767982997,2294,False,[],1225.7549118995667,0.676923076923077,0.6077960218929381,0.539590184669871,0.7910447761194029,0.22453308064515273,0.6295554665598719,0.6571651491563629,17,16,68,159,0.7272727272727273,0.7017543859649122,0.611764705882353,0.8235294117647058,0.2038683035134271,0.6491228070175439,0.5986512897484085,2,1,5,14,K0
1,2026-09-07T10:41:38.289677+00:00,0.02,16,2,15148,20277055,1063,254,85,21,0,305,758,54,200,5,16,82,0,82,4.045928901294246,0.0,4.045928901294246,2335,False,[],1028.240808725357,0.7716535433070866,0.6725,0.6678391053391053,0.8535353535353535,0.16475366175697703,0.7687037037037037,0.5025665368744184,27,27,31,169,0.8095238095238095,0.7375,0.7375,0.875,0.16993995424989336,0.7375,0.5225575490779635,3,2,2,14,K0
1,2026-09-07T11:09:27.322480+00:00,0.02,16,3,15148,20277152,1053,264,85,21,0,242,811,117,147,8,13,70,0,70,4.155636932526249,0.0,4.155636932526249,3498,False,[],1668.9982271194458,0.5946969696969697,0.5915750915750916,0.5910295203486268,0.629757785467128,0.23158887474053963,0.6565497994069424,0.6512538606188392,66,51,56,91,0.6190476190476191,0.6442307692307692,0.6181818181818182,0.6363636363636364,0.20965656347320927,0.6923076923076923,0.6014138390296104,6,2,6,7,K0
1,2026-09-07T11:31:48.018101+00:00,0.02,16,4,15148,20277249,1040,277,85,21,0,267,773,92,185,5,16,67,0,67,3.7367358870687895,0.0,3.7367358870687895,2419,False,[],1340.6719632148743,0.6534296028880866,0.5574911868390129,0.5535858178887993,0.7647058823529411,0.2569507367033011,0.4774383078730905,0.7486271887888434,25,67,29,156,0.8571428571428571,0.7,0.7428571428571429,0.9142857142857143,0.19700604090723528,0.6375,0.6016553021281128,2,3,0,16,K0
1,2026-09-07T12:08:51.727768+00:00,0.02,16,5,15148,20277346,1055,262,85,21,0,296,759,63,199,5,16,70,0,70,4.120910043202457,0.0,4.120910043202457,4482,False,[],2223.6748819351196,0.7709923664122137,0.6539842067480258,0.6636713735558408,0.8536585365853658,0.19008352859001348,0.6247507378160644,0.5807057732479314,27,36,24,175,0.7619047619047619,0.6375,0.6464646464646464,0.8484848484848485,0.21180640988918917,0.5249999999999999,0.6229144350702915,2,3,2,14,K0
1,2026-09-07T12:28:10.433260+00:00,0.02,17,1,16157,20277967,1016,301,84,22,0,220,796,139,162,8,14,69,0,69,3.829751902492717,0.0,3.829751902492717,2213,False,[],1158.6717841625214,0.5913621262458472,0.5784927613464783,0.5720131784289926,0.663013698630137,0.2806223328486894,0.5355049293898215,0.8086299855652278,57,82,41,121,0.6818181818181818,0.6428571428571428,0.6459770114942529,0.7586206896551724,0.24825162366721995,0.5535714285714285,0.7139746792477829,4,4,3,11,K0
1,2026-09-07T12:56:24.319670+00:00,0.02,17,2,16157,20278064,1060,257,85,21,0,319,741,40,217,3,18,71,0,71,3.8793220895458944,0.0,3.8793220895458944,3406,False,[],1693.8511583805084,0.8871595330739299,0.7700460829493088,0.778507533656275,0.9336384439359268,0.11484141208691581,0.9086405529953917,0.3961809176624449,24,16,13,204,0.9523809523809523,0.8333333333333333,0.8864864864864865,0.972972972972973,0.10834784808438937,1.0,0.389537173024901,2,1,0,18,K0
1,2026-09-07T13:15:36.328071+00:00,0.02,17,3,16157,20278161,1056,261,85,21,0,273,783,86,175,6,15,74,0,74,4.05622647365999,0.0,4.05622647365999,2388,False,[],1151.9745600223541,0.7547892720306514,0.6929568106312293,0.7029871977240398,0.827027027027027,0.1681476499551998,0.7945514950166114,0.5069271365378398,44,42,22,153,0.8095238095238095,0.7166666666666667,0.7375,0.875,0.1572172997796272,0.8222222222222222,0.4874950812747742,3,3,1,14,K0
1,2026-09-07T13:46:57.260093+00:00,0.02,17,4,16157,20278258,1081,236,85,21,0,323,758,36,200,4,17,61,0,61,3.9531519936281256,0.0,3.9531519936281256,3268,False,[],1880.898119211197,0.673728813559322,0.5683333333333334,0.5347074638330559,0.7890410958904109,0.20763063412330304,0.5954166666666666,0.6031643960183696,15,21,56,144,0.7619047619047619,0.6617647058823529,0.6464646464646464,0.8484848484848485,0.20048897319580683,0.6470588235294117,0.5863306054180252,2,2,3,14,K0
1,2026-09-07T14:06:17.948693+00:00,0.02,17,5,16157,20278355,1055,262,85,21,0,301,754,58,204,5,16,80,0,80,4.133831378654577,0.0,4.133831378654577,2449,False,[],1160.6547379493713,0.767175572519084,0.677738336713996,0.6722515021635256,0.8486352357320099,0.18029154579405876,0.7024171737660581,0.5401426671736539,30,28,33,171,0.8095238095238095,0.7375,0.7375,0.875,0.1798063108872577,0.7,0.5441536842919137,3,2,2,14,K0
1,2026-09-07T14:47:20.681660+00:00,0.02,18,1,17166,20278976,1081,236,85,21,0,280,801,79,157,6,15,70,0,70,4.166282815625891,0.0,4.166282815625891,4617,False,[],2462.6993930339813,0.6694915254237288,0.6383939369507377,0.6355717453278429,0.7467532467532467,0.23582226788261626,0.6064258647101508,0.6934321698754132,43,36,42,115,0.6666666666666666,0.6166666666666667,0.6100795755968169,0.7586206896551724,0.21883883497530443,0.6000000000000001,0.6419671915681052,3,3,4,11,K0
1,2026-09-07T15:12:41.095310+00:00,0.02,18,2,17166,20279073,1045,272,85,21,0,308,737,51,221,4,17,65,0,65,3.79785104165785,0.0,3.79785104165785,3009,False,[],1520.3795087337494,0.875,0.8476621417797889,0.8137286496938447,0.9205607476635514,0.12897896461093955,0.916600124212581,0.4282994991485872,41,10,24,197,0.9523809523809523,0.875,0.9142857142857143,0.9714285714285714,0.12881181911130843,0.8970588235294118,0.43372605910993495,3,1,0,17,K0
1,2026-09-07T15:41:12.304433+00:00,0.02,18,3,17166,20279170,1036,281,84,22,0,273,763,86,195,6,16,79,0,79,4.066925145802088,0.0,4.066925145802088,3340,False,[],1711.1858546733856,0.7330960854092526,0.7329457364341085,0.7095547194774052,0.7922437673130194,0.18600073739082504,0.7954680977936792,0.542795212322804,63,23,52,143,0.7272727272727273,0.7083333333333333,0.6857142857142857,0.8,0.196136906950292,0.7916666666666667,0.5713248635676668,4,2,4,12,K0
1,2026-09-07T15:54:44.228798+00:00,0.02,18,4,17166,20279267,1040,277,85,21,0,295,745,64,213,4,17,72,0,72,3.900206905324012,0.0,3.900206905324012,1971,False,[],811.8883287906647,0.7220216606498195,0.6389011150234742,0.6302504983964636,0.8144578313253013,0.21340363200737997,0.5960607394366197,0.6324194889083529,31,33,44,169,0.8095238095238095,0.7867647058823529,0.7375,0.875,0.18245012987852377,0.6764705882352942,0.5566943683765528,3,1,3,14,K0
1,2026-09-07T16:25:10.913953+00:00,0.02,18,5,17166,20279364,1066,251,85,21,0,280,786,79,172,6,15,63,0,63,4.082993574556895,0.0,4.082993574556895,3673,False,[],1826.6611533164978,0.6095617529880478,0.520054459817486,0.5188184663536776,0.7277777777777777,0.22702285820520313,0.656461583750368,0.6379957840027425,22,57,41,131,0.6190476190476191,0.48333333333333334,0.475,0.75,0.21317406936771677,0.6333333333333333,0.6066079786930261,1,5,3,12,K0
1,2026-09-07T16:42:15.766260+00:00,0.02,19,1,18175,20279985,1064,253,84,22,0,291,773,68,185,5,17,76,0,76,4.041374861786608,0.0,4.041374861786608,2026,False,[],1024.8187067508698,0.7786561264822134,0.7184419713831478,0.7184419713831478,0.8486486486486486,0.17034225441391054,0.7871224165341812,0.5208997645933062,40,28,28,157,0.8636363636363636,0.8411764705882353,0.8181818181818181,0.9090909090909091,0.16148404032106264,0.7764705882352942,0.5018313507910634,4,1,2,15,K0
1,2026-09-07T16:57:30.175214+00:00,0.02,19,2,18175,20280082,1016,301,85,21,0,276,740,83,218,5,16,70,0,70,3.792432861519046,0.0,3.792432861519046,2064,False,[],914.3742289543152,0.6976744186046512,0.608489001879076,0.6111276743756833,0.7945823927765236,0.2046668342802966,0.6466231900077374,0.5965035481523211,34,49,42,176,0.7142857142857143,0.675,0.65,0.8,0.20233096828945063,0.6,0.5877625210325513,3,2,4,12,K0
1,2026-09-07T17:12:17.884201+00:00,0.02,19,3,18175,20280179,1078,239,85,21,0,287,791,72,167,6,15,88,0,88,4.124373660248239,0.0,4.124373660248239,1825,False,[],887.6840064525604,0.7489539748953975,0.6978958749168329,0.6994466800804828,0.8214285714285714,0.18224574595800475,0.7657185628742514,0.5487025676768392,41,31,29,138,0.7619047619047619,0.6833333333333333,0.6920821114369502,0.8387096774193549,0.1708010370712801,0.8111111111111111,0.5222257058049147,3,3,2,13,K0
1,2026-09-07T17:37:52.294913+00:00,0.02,19,4,18175,20280276,1049,268,85,21,0,292,757,67,201,4,17,69,0,69,3.952224543725606,0.0,3.952224543725606,3358,False,[],1534.374948978424,0.6567164179104478,0.5621890547263682,0.559305068992636,0.766497461928934,0.2028843239799091,0.6685601841538575,0.5868412544879544,25,42,50,151,0.8095238095238095,0.6911764705882353,0.6911764705882353,0.8823529411764706,0.17389430681891122,0.75,0.5309919103609818,2,2,2,15,K0
1,2026-09-07T18:02:24.778539+00:00,0.02,19,5,18175,20280373,1061,256,85,21,0,290,771,69,187,6,15,71,0,71,4.187734886305407,0.0,4.187734886305407,3377,False,[],1472.4601180553436,0.77734375,0.6966984422227389,0.7046572348047848,0.8511749347258486,0.16767458303966193,0.7537006897620708,0.5119678387565976,36,33,24,163,0.8571428571428571,0.8,0.81524926686217,0.9032258064516129,0.1591983632995866,0.8222222222222223,0.5013960243774532,4,2,1,14,K0
1,2026-09-07T18:22:58.577625+00:00,0.02,20,1,19184,20280994,1060,257,84,22,0,316,744,43,214,3,19,81,0,81,3.9119066637940705,0.0,3.9119066637940705,2483,False,[],1233.7643036842346,0.7470817120622568,0.7366333405781351,0.6601151600236017,0.8320413436692506,0.1650497843805394,0.8378613344925016,0.5052518877266203,31,12,53,161,0.8181818181818182,0.8947368421052632,0.7411764705882353,0.8823529411764706,0.1559339681496274,0.9298245614035088,0.4924312546845113,3,0,4,15,K0
1,2026-09-07T18:51:30.076502+00:00,0.02,20,2,19184,20281091,1063,254,85,21,0,312,751,47,207,3,18,81,0,81,4.045346884309765,0.0,4.045346884309765,3090,False,[],1711.4750127792358,0.7795275590551181,0.7413917154897729,0.6945017182130584,0.8556701030927835,0.16581525580815548,0.7724329324699352,0.5107632809507393,32,15,41,166,0.8095238095238095,0.75,0.6911764705882353,0.8823529411764706,0.17094500625210968,0.6851851851851852,0.52339867818721,2,1,3,15,K0
1,2026-09-07T19:23:11.450905+00:00,0.02,20,3,19184,20281188,1072,245,85,21,0,279,793,80,165,7,14,65,0,65,3.999603684860631,0.0,3.999603684860631,3682,False,[],1901.3399679660797,0.6448979591836734,0.5528409090909091,0.5510835913312693,0.7563025210084033,0.23127304398285375,0.5997348484848485,0.7533785814256841,23,57,30,135,0.6666666666666666,0.5714285714285714,0.5689149560117301,0.7741935483870968,0.2248569432580209,0.6122448979591837,0.6807943329955753,2,5,2,12,K0
1,2026-09-07T19:39:59.508250+00:00,0.02,20,4,19184,20281285,1000,317,85,21,0,240,760,119,198,7,14,76,0,76,3.7895841826102696,0.0,3.7895841826102696,1955,False,[],1008.0338861942291,0.6277602523659306,0.5695823784059078,0.5666991011027708,0.7293577981651376,0.2527712901004505,0.5557889822595704,0.7179649827846301,40,79,39,159,0.7142857142857143,0.6428571428571428,0.65,0.8,0.20589579696739238,0.653061224489796,0.6029845388773322,3,4,2,12,K0
1,2026-09-07T20:02:44.546568+00:00,0.02,20,5,19184,20281382,1073,244,85,21,0,289,784,70,174,6,15,71,0,71,4.126635235734284,0.0,4.126635235734284,2987,False,[],1365.002622127533,0.8114754098360656,0.765353037766831,0.7676190476190476,0.8685714285714285,0.15392772281841707,0.8676518883415435,0.4825313943584478,46,24,22,152,0.8571428571428571,0.8500000000000001,0.8328912466843501,0.896551724137931,0.15113486285572372,0.9111111111111111,0.4824443554244256,5,1,2,13,K0
